signal_date,symbol,quarter,signal_value,revision,revision_to_price,current_eps,prior_eps,breadth,paired_count,current_count,prior_count,prior_return20,prior_active20,prior_runup_pct,active20,denominator_category,runup_category,small_positive_cutoff
2020-11-30,300274,2020Q4,0.6708860759493671,0.6708860759493671,,1.32,0.79,0.8947368421052632,19.0,21,23,0.060224742943197,0.0113168694945205,0.6,0.5115357987220236,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.49400000000000005
2020-11-30,300677,2020Q4,0.5918541422326473,0.5918541422326473,,22.395,14.0685,,2.0,4,4,0.1153741435550097,0.0664662701063332,0.7772727272727272,0.2600265691553057,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.49400000000000005
2020-11-30,000807,2020Q4,0.535135135135135,0.535135135135135,,0.284,0.185,0.5384615384615384,13.0,13,18,0.6098772663429481,0.5609693928942717,1.0,-0.2028288805010615,SMALL_POSITIVE_BASE_UPGRADE,HIGH_PRIOR_RUNUP,0.49400000000000005
2020-11-30,603882,2020Q4,0.4896907216494846,0.4896907216494846,,2.89,1.94,0.7727272727272727,22.0,24,24,-0.1776945889895711,-0.2266024624382476,0.0227272727272727,0.3600474100881051,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.49400000000000005
2020-12-31,002739,2020Q4,1.5,1.5,,-0.8,-0.32,-0.5,16.0,20,18,-0.058823730237365,-0.1074606681975609,0.3034482758620689,0.1907082933761902,NEGATIVE_BASE_DETERIORATION,NORMAL_PRIOR_RUNUP,0.4640000000000001
2020-12-31,601919,2020Q4,0.9259259259259258,0.9259259259259258,,0.52,0.27,0.375,8.0,11,9,0.2692290775414001,0.2205921395812042,0.9057471264367816,-0.0672995855306221,SMALL_POSITIVE_BASE_UPGRADE,HIGH_PRIOR_RUNUP,0.4640000000000001
2020-12-31,600988,2020Q4,0.6262975778546713,0.6262975778546713,,0.47,0.289,0.8571428571428571,7.0,9,9,0.0281299763760864,-0.0205069615841093,0.5563218390804597,-0.1043322795998339,SMALL_POSITIVE_BASE_UPGRADE,NORMAL_PRIOR_RUNUP,0.4640000000000001
2020-12-31,601021,2020Q4,0.4000000000000001,0.4000000000000001,,-0.28,-0.2,-0.1111111111111111,18.0,20,20,0.0754763888862986,0.0268394509261027,0.6344827586206897,0.068563415929682,NEGATIVE_BASE_DETERIORATION,NORMAL_PRIOR_RUNUP,0.4640000000000001
2020-12-31,600549,2020Q4,0.2380952380952381,0.2380952380952381,,0.39,0.315,,2.0,3,4,0.1323928740179147,0.0837559360577188,0.767816091954023,0.0244907577806524,SMALL_POSITIVE_BASE_UPGRADE,NORMAL_PRIOR_RUNUP,0.4640000000000001
2020-12-31,600958,2020Q4,0.2272727272727273,0.2272727272727273,,0.54,0.44,0.2222222222222222,9.0,11,11,-0.0292128582676242,-0.0778497962278201,0.4183908045977011,-0.1318227394516991,SMALL_POSITIVE_BASE_UPGRADE,NORMAL_PRIOR_RUNUP,0.4640000000000001
2020-12-31,300124,2020Q4,0.2251308900523561,0.2251308900523561,,1.17,0.955,0.4615384615384615,26.0,29,26,0.1512836688993342,0.1026467309391383,0.7954022988505747,0.0218793533369282,NORMAL_POSITIVE_UPGRADE,NORMAL_PRIOR_RUNUP,0.4640000000000001
