security_code,cash_per_share_2022,cash_per_share_2023,cash_per_share_2024,coverage_2022,coverage_2023,coverage_2024,strict_dividend_growth,cash_coverage_pass,eligible
002293,0.6,0.4,0.4,0.8565916181790432,2.8028149954594266,2.5388475310449414,False,False,False
002294,0.5,0.5,0.5,1.7416405886193642,1.5059743575834206,2.1281679693600886,False,True,False
002299,0.2,0.3,0.2,5.419127974040494,6.1427306890738675,12.2607861212547,False,True,False
002303,0.066,0.13,0.131,4.8908303631403305,2.413331250834696,2.168624367277984,True,True,True
002311,0.45,0.5,1.1,9.106462140542268,15.264763249901067,4.369240089739729,True,True,True
002312,0.22,0.09,0.141,3.199290030943894,4.781346891684673,2.7488377404651634,False,True,False
002315,0.9,1.0,0.55,1.7308412427569084,2.0114581402755523,4.046273988416085,False,True,False
002317,0.2,0.2,0.2,0.38720145417191815,1.1168543123694767,1.983675018421591,False,False,False
002318,0.43,0.48,0.97,2.3646046840969803,3.7506225834016327,0.8769498735810812,True,False,False
002320,0.045,0.1159999999999999,0.04,14.02833346370537,6.8861948346286335,16.926111158485792,False,True,False
002322,0.05,0.85,0.38,12.629988607877817,1.0408120856133416,1.4048656345103692,False,False,False
002324,0.05,0.0494676,0.0493224,-2.2049649787033365,15.16489860121334,-3.58728621305542,False,False,False
002327,0.6,0.65,0.62,1.4266520791026365,1.4083877301839882,0.7048474892032799,False,False,False
002328,0.13,0.13,0.1159999999999999,1.442795233833117,5.401999561248319,7.84669977175173,False,True,False
